song_id,lyrics
199634,"A Fool Such as I Lyrics
Now and then there's a fool such as I
Pardon me if I'm sentimental, came to say goodbye
Don't be angry, don't be angry with me, should I cry
When you are gone, I will dream a little dream as years go by
Now and then there is a fool, a fool such as I

Now and then there's a fool such as I am over you
You taught me how to love and now you happened to be untrue
I am a fool but I love you, dear, yes I will until the day I die
Now and then there is a fool, a fool such as I
Pardon me if I'm sentimental, came to say goodbye
Don't be angry, don't be angry with me, should I cry
When you are gone, when you are gone, I will dream a little
I will dream as years go by
Now and then, now and then there is a fool, a fool such as I

Now and then there's a fool, a fool such as I am over you
You taught me how to love and now you say that we are through
I am a fool, yes, but I love you dear, I will love you dear
Till the day, till the day I die
Now and then, now and then there is a fool, a fool such as I
Now and then there is a fool, a fool such as I
Now and then there is a fool, a fool such as IEmbed"
105186,"A Hard Rain’s A-Gonna Fall Lyrics
Oh, where have you been, my blue-eyed son?
And where have you been, my darling young one?
I’ve stumbled on the side of twelve misty mountains
I’ve walked and I’ve crawled on six crooked highways
I’ve stepped in the middle of seven sad forests
I’ve been out in front of a dozen dead oceans
I’ve been ten thousand miles in the mouth of a graveyard

And it’s a hard, and it’s a hard, it’s a hard, it’s a hard
It’s a hard rain’s a-going to fall
Oh, what did you see, my blue-eyed son?
And what did you see, my darling young one?
I saw a newborn baby with wild wolves all around it
I saw a highway of diamonds with nobody on it
I saw a black branch with blood that kept dripping
I saw a room full of men with their hammers a-bleeding
I saw a white ladder all covered with water
I saw ten-thousand talkers whose tongues were all broken
I saw guns and sharp swords in the hands of young children

And it’s a hard, it’s a hard, it’s a hard, and it’s a hard
It’s a hard rain’s a-going to fall

And what did you hear, my blue-eyed son?
And what did you hear, my darling young one?
I heard the sound of a thunder that roared out a warning
I heard the roar of a wave that could drown the whole world
I heard one hundred drummers whose hands were a-blazing
I heard ten-thousand whispering and nobody listening
I heard one person starve, I heard many people laughing
I heard the song of a poet who died in the gutter
I heard the sound of a clown who cried in the alley
And it’s a hard, it’s a hard, it’s a hard, it’s a hard
It’s a hard rain’s a-going to fall

Oh, what did you meet, my blue-eyed son?
And who did you meet, my darling young one?
I met a young child beside a dead pony
I met a white man who walked a black dog
I met a young woman, her body was burning
I met a young girl, she gave me a rainbow
I met one man who was wounded in love
I met another man who was wounded in hatred

And it’s a hard, it’s a hard, it’s a hard, it’s a hard
It’s a hard rain’s a-going to fall

And what will you do now, my blue-eyed son?
And what will you do now, my darling young one?
I’m a-going back out ’fore the rain starts a-falling
I’ll walk to the depths of the deepest dark forest
Where the people are many and their hands are all empty
Where the pellets of poison are flooding their waters
Where the home in the valley meets the damp dirty prison
And the executioner’s face is always well hidden
Where hunger is ugly, where the souls are forgotten
Where black is the color, where none is the number
And I’ll tell it, and speak it, and think it, and breathe it
And reflect from the mountain so all souls can see it
Then I’ll stand on the ocean until I start sinking
But I’ll know my song well before I start singing
And it’s a hard, it’s a hard, it’s a hard, and it’s a hard
It’s a hard rain’s a-going to fall24Embed"
4848843,"A Hard Rain’s  A-Gonna Fall  Lyrics
Oh, where have you been, my blue-eyed son?
And where have you been, my darling young one?
I’ve stumbled on the side of twelve misty mountains
I’ve walked and I’ve crawled on six crooked highways
I’ve stepped in the middle of seven sad forests
I’ve been out in front of a dozen dead oceans
I’ve been ten thousand miles in the mouth of a graveyard

And it’s a hard, and it’s a hard, it’s a hard, it’s a hard
It’s a hard rain’s a-going to fall
Oh, what did you see, my blue-eyed son?
And what did you see, my darling young one?
I saw a newborn baby with wild wolves all around it
I saw a highway of diamonds with nobody on it
I saw a black branch with blood that kept dripping
I saw a room full of men with their hammers a-bleeding
I saw a white ladder all covered with water
I saw ten-thousand talkers whose tongues were all broken
I saw guns and sharp swords in the hands of young children

And it’s a hard, it’s a hard, it’s a hard, and it’s a hard
It’s a hard rain’s a-going to fall


And what did you hear, my blue-eyed son?
And what did you hear, my darling young one?
I heard the sound of a thunder that roared out a warning
I heard the roar of a wave that could drown the whole world
I heard one hundred drummers whose hands were a-blazing
I heard ten-thousand whispering and nobody listening
I heard one person starve, I heard many people laughing
I heard the song of a poet who died in the gutter
I heard the sound of a clown who cried in the alley
And it’s a hard, it’s a hard, it’s a hard, it’s a hard
It’s a hard rain’s a-going to fall

Oh, what did you meet, my blue-eyed son?
And who did you meet, my darling young one?
I met a young child beside a dead pony
I met a white man who walked a black dog
I met a young woman, her body was burning
I met a young girl, she gave me a rainbow
I met one man who was wounded in love
I met another man who was wounded in hatred

And it’s a hard, it’s a hard, it’s a hard, it’s a hard
It’s a hard rain’s a-going to fall


And what will you do now, my blue-eyed son?
And what will you do now, my darling young one?
I’m a-going back out ’fore the rain starts a-falling
I’ll walk to the depths of the deepest dark forest
Where the people are many and their hands are all empty
Where the pellets of poison are flooding their waters
Where the home in the valley meets the damp dirty prison
And the executioner’s face is always well hidden
Where hunger is ugly, where the souls are forgotten
Where black is the color, where none is the number
And I’ll tell it, and speak it, and think it, and breathe it
And reflect from the mountain so all souls can see it
Then I’ll stand on the ocean until I start sinking
But I’ll know my song well before I start singing
And it’s a hard, it’s a hard, it’s a hard, and it’s a hard
It’s a hard rain’s a-going to fallEmbed"
3991919,"Ain’t Gonna Go to Hell for Anybody LyricsI ain't gonna go to hell for anybody
I can manipulate people as well as anybody
Bust ‘em and burn ‘em, twist ‘em and turn ‘em
I can make believe I’m in love with anybody
Hold ‘em and control ‘em, squeeze ‘em and tease ‘em
But I know it satisfies the flesh that it feeds
I’ve been down that road, I know what it leads
But I ain’t gonna go to hell for anybody
I ain’t gonna go to hell for anybody
I ain’t gonna go to hell for anybody
Not today, not tonight, not tomorrow, no never, no way!
I can twist the truth as well as anybody
Wine ‘em and dine ‘em, find ‘em and blind ‘em
I can mislead people as well as anybody
I got the vision to cause any kind of division
But I know that (?) control
To gain the whole world but give up my soul
But I ain’t gonna go to hell for anybody
I ain’t gonna go to hell for anybody
I ain’t gonna go to hell for anybody
Not for father, not for mother, not for sister, not for father, no way!
Smoke arises for ever, on a one-way ticket to burn
A place reserved for the devil
And for all those that love evil
A place of darkness and shade, you can never return
I can rob and steal from people as well as anybody
I know how to do it, I can see through it
I can influence people as well as anybody
I know what to tell 'em, I can why 'em(?) or well 'em(?)
The lawman won't get me with his tricks or his cards
I can see through man’s delusions, I see through his facades
But I ain’t gonna go to hell for anybody
I ain’t gonna go to hell for anybody
I ain’t gonna go to hell for anybody
Not for father, not for mother, not for sister, not for father, no way!
I can manipulate people as well as anybody
Bust ‘em and burn ‘em, twist ‘em and turn ‘em
I can make believe I’m in love with almost anybody
Hold ‘em and control ‘em, squeeze ‘em and tease ‘em
But it don’t suit my purposes and it ain’t my goal
To gain the whole world, but give up my soul
But I ain’t gonna go to hell for anybody
I ain’t gonna go to hell for anybody
I ain’t gonna go to hell for anybody
Not for father, not for mother, not for sister, not for father, no way!Embed"
201810,"Ain’t Gonna Grieve Lyrics
Well, I ain’t a-gonna grieve no more, no more
Ain’t a-gonna grieve no more, no more
Ain’t a-gonna grieve no more, no more
And ain’t a-gonna grieve no more

Come on brothers, join the band
Come on sisters, clap your hands
Tell everybody that’s in the land
You ain’t a-gonna grieve no more

Brown and blue and white and black
All one color on the one-way track
We got this far and ain’t a-goin’ back
And I ain’t a-gonna grieve no more


We’re gonna notify your next of kin
You’re gonna raise the roof until the house falls in
If you get knocked down get up again
We ain’t a-gonna grieve no more


We’ll sing this song all night long
Sing it to my baby from midnight on
She’ll sing it to you when I’m dead and gone
Ain’t a-gonna grieve no more
Embed"
3991920,"Ain’t No Man Righteous, No Not One LyricsWhen a man he serves the Lord, it makes his life worthwhile
It don't matter 'bout his position, it don't matter 'bout his lifestyle
Talk about perfection, I ain't never seen none
And there ain't no man righteous, no not one
Sometimes the devil likes to drive you from the neighborhood
He'll even work his ways through those whose intentions are good
Some like to worship on the moon, others are worshipping the sun
And there ain't no man righteous, no not one
Look around, ya see so many social hypocrites
Like to make rules for others while they do just the opposite
You can't get to glory by the raising and the lowering of no flag
Put your goodness next to God's and it comes out like a filthy rag
In a city of darkness there's no need of the sun
And there ain't no man righteous, no not one
Done so many evil things in the name of love that it's a crying shame
I never did see no fire that could put out a flame
Pull your hat down, baby, pull the wool down over your eyes
Keep a-talking, baby, 'til you run right out of alibis
Someday you'll account for all the deeds that you done
Well, there ain't no man righteous, no not one
God got the power, man has got his vanity
Man gotta choose before God can set him free
Don't you know there's nothing new that's under the sun?
Well, there ain't no man righteous, no not one
When I'm gone don't wonder where I be
Just say that I trusted in God and that Christ was in me
Say He defeated the devil, He was God's chosen Son
And that there ain't no man righteous, no not oneEmbed"
201662,"Ain’t Talkin’ Lyrics
As I walked out tonight in the mystic garden
The wounded flowers were danglin' from the vine
I was passin' by yon cool and crystal fountain
Someone hit me from behind

Ain't talkin', just a'walkin'
Through this weary world of woe
Heart burnin', still yearnin'
No one on earth would ever know
They say prayer has the power to help
So pray from the mother
In the human heart an evil spirit can dwell
I'm a'tryin' to love my neighbor and do good unto others
But oh, mother, things ain't goin' well

Ain't talkin', just a'walkin'
I'll burn that bridge before you can cross
Heart burnin', still yearnin'
They'll be no mercy for ya' once you've lost

Now I'm all worn down by weepin'
My eyes are filled with tears, my lips are dry
If I catch my opponents ever sleepin'
I'll just slaughter them where they lie

Ain't talkin', just a'walkin'
Through the world mysterious and vague
Heart burnin', still yearnin'
Walkin' a'through the cities of the plague

Well, the whole world is filled with speculation
The whole wide world which people say is round
They will tear your mind away from contemplation
They will jump on your misfortune when you're down
Ain't talkin', just a'walkin'
Eatin' hog-eyed grease in a hog-eyed town
Heart burnin', still yearnin'
Someday you'll be glad to have me around

They will crush you with wealth and power
Every wakin' moment you could crack
I'll make the most of one last extra hour
I'll avenge my father's death an' I'll step back

Ain't talkin', just walkin'
Hand me down my walkin' cane
Heart burnin', still yearnin'
Got to get ya' out of my miserable brain

All o' my loyal and much-loved companions
They approve of me and share my code
I practice a faith that's been long abandoned
Ain't no altars on this long and lonesome road

Ain't talkin', just a'walkin'
My mule is sick, my horse is blind
Heart burnin', still yearnin'
Thinkin' ‘bout that gal I left behind
Well, it's bright in the heavens and the wheels are flyin'
Fame and honor never seem to fade
The fire gone out but the light is never dyin'
Who says I can't get heavenly aid?

Ain't talkin', just a'walkin'
Carryin' a dead man's shield
Heart burnin', still yearnin'
A'walkin' a'with a toothache in my heel

The sufferin' is unending
Every nook and cranny has its tears
I'm a'not playin', I'm not pretending
I'm not nursin' any superfluous fears

Ain't talkin', just a'walkin'
Walkin' ever since the other night
Heart burnin', still yearnin'
Walkin' ‘til I'ma clean outta sight

As I walked out in the mystic garden
On a hot summer day, a hot summer lawn
""Excuse me, ma'am, I beg your pardon
There's no one here, the gardener is gone""

Ain't talkin', a'just a'walkin'
Up the road around the bend
Heart burnin', still yearnin'
In the last outback, at the world's endEmbed"
199419,"Alberta #1 Lyrics
Alberta let your hair hang low
Alberta let your hair hang low
I'll give you more gold
Than your apron can hold
If you'd only let your hair hang low

Alberta what's on your mind
Alberta what's on your mind
You keep me worried and bothered
All of the time
Alberta what's on your mind
Alberta don't you treat me unkind
Alberta don't you treat me unkind
Oh my heart is so sad
Cause I want you so bad
Alberta don't you treat me unkind

Alberta let your hair hang low
Alberta let your hair hang low
I'll give you more gold
Than your apron can hold
If you'll only let your hair hang lowEmbed"
199466,"Alberta #2 Lyrics
Alberta let your hair hang low
Alberta let your hair hang low
I'll give you more gold
Than your apron can hold
If you'd only let your hair hang low

Alberta what's on your mind
Alberta what's on your mind
You keep me worried and bothered
All of the time
Alberta what's on your mind
Alberta don't you treat me unkind
Alberta don't you treat me unkind
Oh my heart is so sad
Cause I want you so bad
Alberta don't you treat me unkind

Alberta let your hair hang low
Alberta let your hair hang low
I'll give you more gold
Than your apron can hold
If you'll only let your hair hang lowEmbed"
5672711,"Alberta #3 LyricsAlberta let your hair hang low
Alberta let your hair hang low
I'll give you more gold
Than your apron can hold
If you'd only let your hair hang low
Alberta what's on your mind
Alberta what's on your mind
You keep me worried and bothered
All of the time
Alberta what's on your mind
Alberta don't you treat me unkind
Alberta don't you treat me unkind
Oh my heart is so sad
Cause I want you so bad
Alberta don't you treat me unkind
Alberta let your hair hang low
Alberta let your hair hang low
I'll give you more gold
Than your apron can hold
If you'll only let your hair hang lowEmbed"
98664,"All Along the Watchtower Lyrics
""There must be some way out of here""
Said the joker to the thief
""There's too much confusion
I can't get no relief
Businessmen, they drink my wine
Plowmen dig my earth
None of them along the line
Know what any of it is worth""

""No reason to get excited""
The thief, he kindly spoke
""There are many here among us
Who feel that life is but a joke
But you and I, we've been through that
And this is not our fate
So let us not talk falsely now
The hour is getting late""
All along the watchtower
Princes kept the view
While all the women came and went
Barefoot servants too
Outside, in the distance
A wildcat did growl
Two riders were approaching
The wind began to howl42Embed"
98664,"All Along the Watchtower Lyrics
""There must be some way out of here""
Said the joker to the thief
""There's too much confusion
I can't get no relief
Businessmen, they drink my wine
Plowmen dig my earth
None of them along the line
Know what any of it is worth""

""No reason to get excited""
The thief, he kindly spoke
""There are many here among us
Who feel that life is but a joke
But you and I, we've been through that
And this is not our fate
So let us not talk falsely now
The hour is getting late""
All along the watchtower
Princes kept the view
While all the women came and went
Barefoot servants too
Outside, in the distance
A wildcat did growl
Two riders were approaching
The wind began to howl42Embed"
4833152,"All Along The Watchtower  Lyrics“There must be some way out of here,” said the joker to the thief
“There’s too much confusion, I can’t get no relief
Businessmen, they drink my wine, plowmen dig my earth
None of them along the line know what any of it is worth”
“No reason to get excited,” the thief, he kindly spoke
“There are many here among us who feel that life is but a joke
But you and I, we’ve been through that, and this is not our fate
So let us not talk falsely now, the hour is getting late”
All along the watchtower, princes kept the view
While all the women came and went, barefoot servants, too
Outside in the distance a wildcat did growl
Two riders were approaching, the wind began to howlEmbed"
5090709,"All Along the Watchtower (English Final Assignment) LyricsVerse 1:
There must be some way out of here
Said the joker to the thief
There's too much confusion, I can't get no relief
Businessmen, they drink my wine
Plowmen dig my earth
None of them along the line know what any of it is worth
Verse 2:
No reason to get excited, the thief, he kindly spoke
There are many here among us who feel that life is but a joke
But you and I, we've been through that, and this is not our fate
So let us not talk falsely now, the hour is getting late
Verse 3:
All along the watchtower, princes kept the view
While all the women came and went, barefoot servants, too
Outside in the distance a wildcat did growl
Two riders were approaching, the wind began to howlEmbed"
4847071,"All Along the Watchtower (Live at Sony Music Studios, New York, NY - November 1994) Lyrics
“There must be some way out of here,” said the joker to the thief
“There’s too much confusion, I can’t get no relief
Businessmen, they drink my wine and plowmen dig my earth
None of them along the line know what any of it is worth”

“No reason to get excited,” the thief, he kindly spoke
“There are many here among us who feel that life is but a joke
But you and I, we’ve been through that, and this is not our fate
So let us not talk falsely now, you know the hour is getting late”
All along the watchtower, princes kept the view
All the women came and went, barefoot servants, too
Outside in the distance a wildcat did growl
Two riders were approaching, the wind began to howlEmbed"
1360613,"All American Boy LyricsWell, I bought me a guitar, put it in tune
Went out there the month of June
'Twas a hot dog night and a stick in a roar
Everybody was a-down on this side
There was a holy cow (holy cow)
Mean cow (mean cow)
Double jaw (double jaw)
Cow (cow)
Well, I'll tell you a story about how to become
An all American boy, you can beat on a drum
Beat on a drum from five to six
You'll be rock 'n' rollin' soon gettin' your kicks
It's a good job (good job)
Join the band (gigging in the band)
Bring your hand (pick your hand)
Clean your hand and come up tight
Roll a smoke and down at night
Hold on a train, on a whiskey jar
Settle it down there you are
Hold it steady
Pick it up now
Now hit it (makin' the girls giggle)
Yes, you'll be makin' 'em little girlies giggle
You'll be makin' 'em all just jump up an' down an' wiggle
Empty their socks, in their britches
All you'll find that soon you'll be itches
Itches all over
Itch in your pants
Itch while you dance
Itchin' on down to the corn' of France
Well, I know a boy yesterday
He become a guitar and he floated away
He played his bars and he played 'em all
He's just on there havin' a ball
Kicking a hot storm up over the ocean
He took himself a notion
He got some lotion and
He put it on his guitar, put it on him
Next time you knew you can call him Jim
Down the road, boy, they call him Slim
They don't care if they're carry him
Just a minute now, you'll see what I mean
(Uncle Sam, in this land, rippin' up draft cards, an' all that)
Well, sooner or later a man's gonna come
He gonna take a look at you, look at your drum
He'd be a man and he'll take you home
Yeah, he'll take you out to his farm
He'll give you a good one
He'll give it to ya
(Well, you meet, girls don't giggle no more)
Well, sooner or later you're bound to meet his wife
And you'll come in 'n' have the time of your life
Just pickin' the gum, pickin' up a star
Pickin' up goin' and goin' to the bar
You and your manager (pickin' my nose)
Well, you'll want to know about the manager soon
He'll just take you outside and put you on the moon
He'll buy you new clothes, new pair of shoes
You'll be walk' away with the drummer blues
You'd be a fine drummer
Pick 'em as a comer
Dog hummerEmbed"
979424,"All I Have To Do Is Dream LyricsI can make you mine
Taste your lips of wine
Any time, night or day
Only trouble is, gee whiz
I'm dreaming my life away
Dream dream dream dream
Dream dream dream dream
Whenever I want you
All I have to do is dream
Dream dream dream dream
Dream dream dream dream
When I want you in my mind
And I need you to hold me tight
Whenever I want you
All I have to do is dream
Dream dream dream dream
Dream dream dream dream
I can make you mine
Taste your lips of wine
Any time night or day
Only trouble is, gee whiz
I'm dreaming my life away
I need you so that I could die
I want you so and that is why
Whenever I want you
All I have to do is dream
Dream dream dream dream
Dream dream dream dreamEmbed"
117532,"All I Really Want to Do Lyrics
I ain't lookin' to compete with you
Beat or cheat or mistreat you
Simplify you, classify you
Deny, defy or crucify you
All I really want to do
Is, baby, be friends with you

No, and I ain't lookin' to fight with you
Frighten you or uptighten you
Drag you down or drain you down
Chain you down or bring you down
All I really want to do
Is, baby, be friends with you
I ain't lookin' to block you up
Shock or knock or lock you up
Analyze you, categorize you
Finalize you or advertise you
All I really want to do
Is, baby, be friends with you

I don’t wanta' straight-face you
Race or chase you, track or trace you
Or disgrace you or displace you
Or define you or confine you
All I really want to do
Is, baby, be friends with you

I don’t wanta' meet your kin
Make you spin or do you in
Or select you or dissect you
Or inspect you or reject you
All I really want to do
Is, baby, be friends with you

I don’t wanta' fake you out
Take or shake or forsake you out
I ain't lookin' for you to feel like me
See like me or be like me
All I really want to do
Is, baby, be friends with you1Embed"
4833170,"All I Really Want To Do  LyricsI ain’t lookin’ to compete with you
Beat or cheat or mistreat you
Simplify you, classify you
Deny, defy or crucify you
All I really want to do
Is, baby, be friends with you
No, and I ain’t lookin’ to fight with you
Frighten you or tighten you
Drag you down or drain you down
Chain you down or bring you down
All I really want to do
Is, baby, be friends with you
I ain’t lookin’ to block you up
Shock or knock or lock you up
Analyze you, categorize you
Finalize you or advertise you
All I really want to do
Is, baby, be friends with you
I don’t want to straight-face you
Race or chase you, track or trace you
Or disgrace you or displace you
Or define you or confine you
All I really want to do
Is, baby, be friends with you
I don’t want to meet your kin
Make you spin or do you in
Or select you or dissect you
Or inspect you or reject you
All I really want to do
Is, baby, be friends with you
I don’t want to fake you out
Take or shake or forsake you out
I ain’t lookin’ for you to feel like me
See like me or be like me
All I really want to do
Is, baby, be friends with youEmbed"
2486639,"All or Nothing at All Lyrics
All or nothing at all
Half a love never appealed to me
If your heart never could yield to me
Then I'd rather have nothing at all

All or nothing at all
If it's love there is no in-between
Why begin then cry for something that might have been
No, I'd rather have nothing at all
Please don't bring your lips so close to my cheek
Don't smile, I'll be lost beyond recall
The kiss in your eyes and the touch of your hand makes me weak
And my heart may grow dizzy and fall

And if I fell under the spell of your call
I would be caught in the undertow
And so you see, I've got to say ""No, no""
All or nothing at all


All or nothing at all1Embed"
